sim_time,wall_time,state,joint,desired_position,actual_position,position_error,desired_velocity,actual_velocity,velocity_error,command_age,base_velocity,base_yaw_rate,base_acceleration,base_yaw_acceleration,drive_effort,estimated_saturated,panel_bottom,panel_width_world_x,panel_length_world_z,base_tilt_degrees,panel_penetration_m,overlap_buffer_full,base_x,base_z,physics_ticks,accepted_commands,rejected_commands,robot_min_x,robot_max_x,robot_min_z,robot_max_z
39.979985834750565,31616.4742493,HOLD,shoulder_pan_joint,1.5707963267948966,1.572137713432312,-0.0013413866374154537,0,-0.0035018296912312508,0.0035018296912312508,0.03199049999966519,0.00076882814755663276,0.00055970204994082451,0,0,-0.3936215341091156,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2000,1029,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
39.979985834750565,31616.4742893,HOLD,shoulder_lift_joint,0,0.005562562495470047,-0.005562562495470047,0,-0.011495978571474552,0.011495978571474552,0.0320242000016151,0.00076882814755663276,0.00055970204994082451,0,0,-10.051270484924316,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2000,1029,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
39.979985834750565,31616.4743226,HOLD,elbow_joint,0,0.0018307383870705962,-0.0018307383870705962,0,0.0073030814528465271,-0.0073030814528465271,0.032055700001365039,0.00076882814755663276,0.00055970204994082451,0,0,-9.74692153930664,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2000,1029,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
39.979985834750565,31616.4743504,HOLD,wrist_1_joint,0,-0.00028456645668484271,0.00028456645668484271,0,0.0011646593920886517,-0.0011646593920886517,0.032083699999930104,0.00076882814755663276,0.00055970204994082451,0,0,0.092827640473842621,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2000,1029,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
39.979985834750565,31616.4743772,HOLD,wrist_2_joint,1.5707963267948966,1.5856122970581055,-0.014815970263208911,0,0.0013901625061407685,-0.0013901625061407685,0.032111799999256618,0.00076882814755663276,0.00055970204994082451,0,0,-9.6359472274780273,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2000,1029,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
39.979985834750565,31616.4744042,HOLD,wrist_3_joint,0,-0.00010253099026158452,0.00010253099026158452,0,1.6773265087977052E-05,-1.6773265087977052E-05,0.03213790000154404,0.00076882814755663276,0.00055970204994082451,0,0,0.028135370463132858,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2000,1029,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
39.999985827664396,31616.49225,HOLD,shoulder_pan_joint,1.5707963267948966,1.572137713432312,-0.0013413866374154537,0,-0.0035018296912312508,0.0035018296912312508,0.00392199999987497,0.00076882814755663276,0.00055970204994082451,0,0,-0.3936215341091156,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2001,1030,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
39.999985827664396,31616.4922925,HOLD,shoulder_lift_joint,0,0.005562562495470047,-0.005562562495470047,0,-0.011495978571474552,0.011495978571474552,0.0039579000003868714,0.00076882814755663276,0.00055970204994082451,0,0,-10.051270484924316,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2001,1030,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
39.999985827664396,31616.4923252,HOLD,elbow_joint,0,0.0018307383870705962,-0.0018307383870705962,0,0.0073030814528465271,-0.0073030814528465271,0.0039920999988680705,0.00076882814755663276,0.00055970204994082451,0,0,-9.74692153930664,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2001,1030,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
39.999985827664396,31616.4923567,HOLD,wrist_1_joint,0,-0.00028456645668484271,0.00028456645668484271,0,0.0011646593920886517,-0.0011646593920886517,0.0040220000009867363,0.00076882814755663276,0.00055970204994082451,0,0,0.092827640473842621,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2001,1030,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
39.999985827664396,31616.4923867,HOLD,wrist_2_joint,1.5707963267948966,1.5856122970581055,-0.014815970263208911,0,0.0013901625061407685,-0.0013901625061407685,0.0040530000005674083,0.00076882814755663276,0.00055970204994082451,0,0,-9.6359472274780273,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2001,1030,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
39.999985827664396,31616.4924602,HOLD,wrist_3_joint,0,-0.00010253099026158452,0.00010253099026158452,0,1.6773265087977052E-05,-1.6773265087977052E-05,0.0041264999999839347,0.00076882814755663276,0.00055970204994082451,0,0,0.028135370463132858,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2001,1030,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
40.019985820578228,31616.5118602,HOLD,shoulder_pan_joint,1.5707963267948966,1.572137713432312,-0.0013413866374154537,0,-0.0035018296912312508,0.0035018296912312508,0.014789000000746455,0.00076882814755663276,0.00055970204994082451,0,0,-0.3936215341091156,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2002,1031,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
40.019985820578228,31616.5119002,HOLD,shoulder_lift_joint,0,0.005562562495470047,-0.005562562495470047,0,-0.011495978571474552,0.011495978571474552,0.014823400000750553,0.00076882814755663276,0.00055970204994082451,0,0,-10.051270484924316,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2002,1031,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
40.019985820578228,31616.51193,HOLD,elbow_joint,0,0.0018307383870705962,-0.0018307383870705962,0,0.0073030814528465271,-0.0073030814528465271,0.014852000000246335,0.00076882814755663276,0.00055970204994082451,0,0,-9.74692153930664,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2002,1031,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
40.019985820578228,31616.511958,HOLD,wrist_1_joint,0,-0.00028456645668484271,0.00028456645668484271,0,0.0011646593920886517,-0.0011646593920886517,0.014880599999742117,0.00076882814755663276,0.00055970204994082451,0,0,0.092827640473842621,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2002,1031,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
40.019985820578228,31616.5119842,HOLD,wrist_2_joint,1.5707963267948966,1.5856122970581055,-0.014815970263208911,0,0.0013901625061407685,-0.0013901625061407685,0.014908699999068631,0.00076882814755663276,0.00055970204994082451,0,0,-9.6359472274780273,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2002,1031,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
40.019985820578228,31616.5120123,HOLD,wrist_3_joint,0,-0.00010253099026158452,0.00010253099026158452,0,1.6773265087977052E-05,-1.6773265087977052E-05,0.014934999999240972,0.00076882814755663276,0.00055970204994082451,0,0,0.028135370463132858,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2002,1031,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
40.039985813492059,31616.5330924,HOLD,shoulder_pan_joint,1.5707963267948966,1.572137713432312,-0.0013413866374154537,0,-0.0035018296912312508,0.0035018296912312508,0.0075094999992870726,0.00076882814755663276,0.00055970204994082451,0,0,-0.3936215341091156,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2003,1032,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
40.039985813492059,31616.5331338,HOLD,shoulder_lift_joint,0,0.005562562495470047,-0.005562562495470047,0,-0.011495978571474552,0.011495978571474552,0.007541700000729179,0.00076882814755663276,0.00055970204994082451,0,0,-10.051270484924316,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2003,1032,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
40.039985813492059,31616.5331631,HOLD,elbow_joint,0,0.0018307383870705962,-0.0018307383870705962,0,0.0073030814528465271,-0.0073030814528465271,0.0075706999996327795,0.00076882814755663276,0.00055970204994082451,0,0,-9.74692153930664,0,0.71387028694152832,0.15870285034179688,1.2014312744140625,0,0,0,10.603620529174805,14.60487174987793,2003,1032,0,10.205455780029297,11.001781463623047,14.066289901733398,15.267721176147461
