sim_time,wall_time,state,joint,desired_position,actual_position,position_error,desired_velocity,actual_velocity,velocity_error,command_age,base_velocity,base_yaw_rate,base_acceleration,base_yaw_acceleration,drive_effort,estimated_saturated,panel_bottom,panel_width_world_x,panel_length_world_z,base_tilt_degrees,panel_penetration_m,overlap_buffer_full,base_x,base_z,physics_ticks,accepted_commands,rejected_commands
7.9399971867913832,31006.2771012,WATCHDOG_HOLD,shoulder_pan_joint,0.0001242583675775677,0.0001242583675775677,0,0,-0.00031526840757578611,0.00031526840757578611,0.77568489999976009,-0.0030843224376440048,-2.3545978820038727E-06,0,0,-0.012365283444523811,0,1.5250785350799561,1.2896766662597656,1.2896766662597656,0,0,0,10.602476119995117,14.591286659240723,398,43,0
7.9399971867913832,31006.277168,WATCHDOG_HOLD,shoulder_lift_joint,-1.3347154890652746E-05,-1.3347154890652746E-05,0,0,0.0048831421881914139,-0.0048831421881914139,0.77574040000035893,-0.0030843224376440048,-2.3545978820038727E-06,0,0,1.3374072313308716,0,1.5250785350799561,1.2896766662597656,1.2896766662597656,0,0,0,10.602476119995117,14.591286659240723,398,43,0
7.9399971867913832,31006.2771969,WATCHDOG_HOLD,elbow_joint,-2.5902514607878402E-05,-2.5902514607878402E-05,0,0,-0.0038500535301864147,0.0038500535301864147,0.77576879999833182,-0.0030843224376440048,-2.3545978820038727E-06,0,0,0.972510039806366,0,1.5250785350799561,1.2896766662597656,1.2896766662597656,0,0,0,10.602476119995117,14.591286659240723,398,43,0
7.9399971867913832,31006.2772195,WATCHDOG_HOLD,wrist_1_joint,-0.00029019598150625825,-0.00029019598150625825,0,0,0.0011095735244452953,-0.0011095735244452953,0.77579119999791146,-0.0030843224376440048,-2.3545978820038727E-06,0,0,0.0074381264857947826,0,1.5250785350799561,1.2896766662597656,1.2896766662597656,0,0,0,10.602476119995117,14.591286659240723,398,43,0
7.9399971867913832,31006.2772432,WATCHDOG_HOLD,wrist_2_joint,-0.00033224321668967605,-0.00033224321668967605,0,0,-0.0059370873495936394,0.0059370873495936394,0.77581500000087544,-0.0030843224376440048,-2.3545978820038727E-06,0,0,0.33208462595939636,0,1.5250785350799561,1.2896766662597656,1.2896766662597656,0,0,0,10.602476119995117,14.591286659240723,398,43,0
7.9399971867913832,31006.2772662,WATCHDOG_HOLD,wrist_3_joint,1.9764072476391448E-06,1.9764072476391448E-06,0,0,-2.1925447072135285E-05,2.1925447072135285E-05,0.77583880000020145,-0.0030843224376440048,-2.3545978820038727E-06,0,0,-0.00014230403758119792,0,1.5250785350799561,1.2896766662597656,1.2896766662597656,0,0,0,10.602476119995117,14.591286659240723,398,43,0
7.9599971797052147,31006.2775547,WATCHDOG_HOLD,shoulder_pan_joint,0.0001242583675775677,0.00012564061034936458,-1.3822427717968822E-06,0,6.68040884193033E-05,-6.68040884193033E-05,0.77614099999846076,-0.0011878901859745383,-9.4028480816632509E-05,0.094821650026719662,-0.0045836959567448279,-3.0267241157844182E-08,0,1.52505624294281,1.2896652221679688,1.2896652221679688,0,0,0,10.602431297302246,14.591365814208984,399,43,0
7.9599971797052147,31006.2775983,WATCHDOG_HOLD,shoulder_lift_joint,-1.3347154890652746E-05,0.00013260860578157008,-0.00014595576067222282,0,0.0059329858049750328,-0.0059329858049750328,0.77617159999863361,-0.0011878901859745383,-9.4028480816632509E-05,0.094821650026719662,-0.0045836959567448279,-1.1369205713272095,0,1.52505624294281,1.2896652221679688,1.2896652221679688,0,0,0,10.602431297302246,14.591365814208984,399,43,0
7.9599971797052147,31006.2776306,WATCHDOG_HOLD,elbow_joint,-2.5902514607878402E-05,2.3232936655404046E-05,-4.9135451263282448E-05,0,0.0023707081563770771,-0.0023707081563770771,0.77620390000083717,-0.0011878901859745383,-9.4028480816632509E-05,0.094821650026719662,-0.0045836959567448279,-0.35200953483581543,0,1.52505624294281,1.2896652221679688,1.2896652221679688,0,0,0,10.602431297302246,14.591365814208984,399,43,0
7.9599971797052147,31006.277657,WATCHDOG_HOLD,wrist_1_joint,-0.00029019598150625825,-0.00027713156305253506,-1.3064418453723192E-05,0,0.00060274417046457529,-0.00060274417046457529,0.77623060000041733,-0.0011878901859745383,-9.4028480816632509E-05,0.094821650026719662,-0.0045836959567448279,-3.3289790923873852E-09,0,1.52505624294281,1.2896652221679688,1.2896652221679688,0,0,0,10.602431297302246,14.591365814208984,399,43,0
7.9599971797052147,31006.2776867,WATCHDOG_HOLD,wrist_2_joint,-0.00033224321668967605,-0.00035915515036322176,2.6911933673545718E-05,0,-0.00073192548006773,0.00073192548006773,0.77625919999991311,-0.0011878901859745383,-9.4028480816632509E-05,0.094821650026719662,-0.0045836959567448279,0.037591993808746338,0,1.52505624294281,1.2896652221679688,1.2896652221679688,0,0,0,10.602431297302246,14.591365814208984,399,43,0
7.9599971797052147,31006.2777122,WATCHDOG_HOLD,wrist_3_joint,1.9764072476391448E-06,1.9555679955374217E-06,2.0839252101723105E-08,0,-1.3656790542881936E-07,1.3656790542881936E-07,0.7762856000008469,-0.0011878901859745383,-9.4028480816632509E-05,0.094821650026719662,-0.0045836959567448279,-4.3382861747431889E-09,0,1.52505624294281,1.2896652221679688,1.2896652221679688,0,0,0,10.602431297302246,14.591365814208984,399,43,0
7.9799971726190471,31006.2779545,WATCHDOG_HOLD,shoulder_pan_joint,0.0001242583675775677,0.00013243287685327232,-8.1745092757046223E-06,0,0.0003610399435274303,-0.0003610399435274303,0.77652839999791468,-0.0021501621231436729,-0.0016024148790165782,-0.048113615857598484,-0.075419349691648291,-0.00040762446587905288,0,1.5249577760696411,1.2896690368652344,1.2896614074707031,0.019782340154051781,0,0,10.602461814880371,14.591423034667969,400,43,0
7.9799971726190471,31006.2779843,WATCHDOG_HOLD,shoulder_lift_joint,-1.3347154890652746E-05,5.9977937780786306E-05,-7.3325092671439052E-05,0,0.004122565034776926,-0.004122565034776926,0.77655779999986407,-0.0021501621231436729,-0.0016024148790165782,-0.048113615857598484,-0.075419349691648291,0.55497372150421143,0,1.5249577760696411,1.2896690368652344,1.2896614074707031,0.019782340154051781,0,0,10.602461814880371,14.591423034667969,400,43,0
7.9799971726190471,31006.2780116,WATCHDOG_HOLD,elbow_joint,-2.5902514607878402E-05,1.5347563021350652E-05,-4.1250077629229054E-05,0,-0.0012665358372032642,0.0012665358372032642,0.77660589999868535,-0.0021501621231436729,-0.0016024148790165782,-0.048113615857598484,-0.075419349691648291,0.23440928757190704,0,1.5249577760696411,1.2896690368652344,1.2896614074707031,0.019782340154051781,0,0,10.602461814880371,14.591423034667969,400,43,0
7.9799971726190471,31006.2780615,WATCHDOG_HOLD,wrist_1_joint,-0.00029019598150625825,-0.00022048284881748259,-6.9713132688775659E-05,0,0.0013339298311620951,-0.0013339298311620951,0.776634699999704,-0.0021501621231436729,-0.0016024148790165782,-0.048113615857598484,-0.075419349691648291,-0.00059800792951136827,0,1.5249577760696411,1.2896690368652344,1.2896614074707031,0.019782340154051781,0,0,10.602461814880371,14.591423034667969,400,43,0
7.9799971726190471,31006.2781048,WATCHDOG_HOLD,wrist_2_joint,-0.00033224321668967605,-0.00036943235318176448,3.7189136492088437E-05,0,2.7562142349779606E-05,-2.7562142349779606E-05,0.776678999998694,-0.0021501621231436729,-0.0016024148790165782,-0.048113615857598484,-0.075419349691648291,0.02637985534965992,0,1.5249577760696411,1.2896690368652344,1.2896614074707031,0.019782340154051781,0,0,10.602461814880371,14.591423034667969,400,43,0
7.9799971726190471,31006.2781367,WATCHDOG_HOLD,wrist_3_joint,1.9764072476391448E-06,1.8923605011877953E-06,8.4046746451349463E-08,0,6.0526363085955381E-05,-6.0526363085955381E-05,0.77671069999996689,-0.0021501621231436729,-0.0016024148790165782,-0.048113615857598484,-0.075419349691648291,8.9415203774478869E-07,0,1.5249577760696411,1.2896690368652344,1.2896614074707031,0.019782340154051781,0,0,10.602461814880371,14.591423034667969,400,43,0
7.9999971655328794,31006.2783626,WATCHDOG_HOLD,shoulder_pan_joint,0.0001242583675775677,3.3989883377216756E-05,9.026848420035094E-05,0,0.0069197677075862885,-0.0069197677075862885,0.77693670000007842,-0.0023014126345515251,-0.0042205979116261005,-0.007562528556689721,-0.13090920332400335,-0.0024100623559206724,0,1.5249482393264771,1.2896595001220703,1.2896633148193359,0,0,0,10.602441787719727,14.591472625732422,401,43,0
7.9999971655328794,31006.2783927,WATCHDOG_HOLD,shoulder_lift_joint,-1.3347154890652746E-05,0.00040062388870865107,-0.00041397104359930381,0,0.0077638505026698112,-0.0077638505026698112,0.77696640000067418,-0.0023014126345515251,-0.0042205979116261005,-0.007562528556689721,-0.13090920332400335,-2.5784478187561035,0,1.5249482393264771,1.2896595001220703,1.2896633148193359,0,0,0,10.602441787719727,14.591472625732422,401,43,0
7.9999971655328794,31006.2784375,WATCHDOG_HOLD,elbow_joint,-2.5902514607878402E-05,4.9517871957505122E-05,-7.5420386565383524E-05,0,0.0056753898970782757,-0.0056753898970782757,0.77701170000000275,-0.0023014126345515251,-0.0042205979116261005,-0.007562528556689721,-0.13090920332400335,-1.1126158237457275,0,1.5249482393264771,1.2896595001220703,1.2896633148193359,0,0,0,10.602441787719727,14.591472625732422,401,43,0
7.9999971655328794,31006.2784664,WATCHDOG_HOLD,wrist_1_joint,-0.00029019598150625825,-0.00019471156701911241,-9.5484414487145841E-05,0,-0.0026967362500727177,0.0026967362500727177,0.77704069999890635,-0.0023014126345515251,-0.0042205979116261005,-0.007562528556689721,-0.13090920332400335,-0.0031909747049212456,0,1.5249482393264771,1.2896595001220703,1.2896633148193359,0,0,0,10.602441787719727,14.591472625732422,401,43,0
